CLASE_BIEN,DEPTO_HECHO,MUNICIPIO_HECHO,FECHA_HECHO,CLASE_SITIO,DIA_SEMANA,ZONA,CODIGO_DANE,BIEN_UNIDAD_MEDIDA,Droga Incautada/ Cantidad
BASE DE COCA,ATLÁNTICO,TUBARÁ,04/10/2019 12:00:00 AM,VIAS PUBLICAS,Miércoles,URBANA,"8,832,000",GRAMO,25
BASE DE COCA,ATLÁNTICO,USIACURÍ,01/31/2019 12:00:00 AM,VIAS PUBLICAS,Jueves,URBANA,"8,849,000",GRAMO,6
BASE DE COCA,ATLÁNTICO,USIACURÍ,02/18/2019 12:00:00 AM,VIAS PUBLICAS,Lunes,URBANA,"8,849,000",GRAMO,4
BASE DE COCA,BOLÍVAR,ARENAL,03/14/2019 12:00:00 AM,VIAS PUBLICAS,Jueves,URBANA,"13,042,000",GRAMO,48
BASE DE COCA,BOLÍVAR,ARJONA,01/18/2019 12:00:00 AM,CARRETERA,Viernes,RURAL,"13,052,000",GRAMO,31
BASE DE COCA,BOLÍVAR,ARJONA,02/08/2019 12:00:00 AM,VIAS PUBLICAS,Viernes,URBANA,"13,052,000",GRAMO,8
BASE DE COCA,BOLÍVAR,ARJONA,02/09/2019 12:00:00 AM,VIAS PUBLICAS,Sábado,URBANA,"13,052,000",GRAMO,14
BASE DE COCA,BOLÍVAR,ARJONA,02/12/2019 12:00:00 AM,VEHICULO MOTO,Martes,RURAL,"13,052,000",GRAMO,24
BASE DE COCA,BOLÍVAR,ARJONA,02/18/2019 12:00:00 AM,VIAS PUBLICAS,Lunes,URBANA,"13,052,000",GRAMO,10
BASE DE COCA,BOLÍVAR,ARJONA,02/21/2019 12:00:00 AM,VIAS PUBLICAS,Jueves,URBANA,"13,052,000",GRAMO,25
BASE DE COCA,BOLÍVAR,ARJONA,03/08/2019 12:00:00 AM,VIAS PUBLICAS,Viernes,URBANA,"13,052,000",GRAMO,18
BASE DE COCA,BOLÍVAR,ARJONA,03/24/2019 12:00:00 AM,VIAS PUBLICAS,Domingo,URBANA,"13,052,000",GRAMO,4
BASE DE COCA,BOLÍVAR,ARJONA,04/15/2019 12:00:00 AM,CASAS DE HABITACION,Lunes,URBANA,"13,052,000",GRAMO,173
BASE DE COCA,BOLÍVAR,ARJONA,04/17/2019 12:00:00 AM,VIAS PUBLICAS,Miércoles,URBANA,"13,052,000",GRAMO,9
BASE DE COCA,BOLÍVAR,ARROYOHONDO,01/12/2019 12:00:00 AM,VIAS PUBLICAS,Sábado,RURAL,"13,062,000",GRAMO,10
BASE DE COCA,BOLÍVAR,CALAMAR,01/21/2019 12:00:00 AM,CARRETERA,Lunes,RURAL,"13,140,000",GRAMO,22
BASE DE COCA,BOLÍVAR,CANTAGALLO,01/02/2019 12:00:00 AM,VIAS PUBLICAS,Miércoles,URBANA,"13,160,000",GRAMO,25
BASE DE COCA,BOLÍVAR,CANTAGALLO,03/02/2019 12:00:00 AM,VIAS PUBLICAS,Sábado,URBANA,"13,160,000",GRAMO,1
BASE DE COCA,BOLÍVAR,CANTAGALLO,03/07/2019 12:00:00 AM,LABORATORIO DE BASE,Jueves,RURAL,"13,160,000",GRAMO,"52,477"
BASE DE COCA,BOLÍVAR,CANTAGALLO,03/08/2019 12:00:00 AM,LABORATORIO DE BASE,Viernes,RURAL,"13,160,000",GRAMO,"45,985"
BASE DE COCA,BOLÍVAR,CANTAGALLO,03/16/2019 12:00:00 AM,VIAS PUBLICAS,Sábado,RURAL,"13,160,000",GRAMO,"9,738"
BASE DE COCA,BOLÍVAR,CANTAGALLO,03/18/2019 12:00:00 AM,VIAS PUBLICAS,Lunes,URBANA,"13,160,000",GRAMO,16
BASE DE COCA,BOLÍVAR,CANTAGALLO,04/04/2019 12:00:00 AM,LABORATORIO DE BASE,Jueves,RURAL,"13,160,000",GRAMO,"23,607"
BASE DE COCA,BOLÍVAR,CANTAGALLO,04/05/2019 12:00:00 AM,LABORATORIO DE BASE,Viernes,RURAL,"13,160,000",GRAMO,"170,415"
BASE DE COCA,BOLÍVAR,CARTAGENA (CT),01/05/2019 12:00:00 AM,VIAS PUBLICAS,Sábado,URBANA,"13,001,000",GRAMO,15
BASE DE COCA,BOLÍVAR,CARTAGENA (CT),01/11/2019 12:00:00 AM,VIAS PUBLICAS,Viernes,URBANA,"13,001,000",GRAMO,44
BASE DE COCA,BOLÍVAR,CARTAGENA (CT),01/14/2019 12:00:00 AM,VIAS PUBLICAS,Lunes,URBANA,"13,001,000",GRAMO,"1,014"
BASE DE COCA,BOLÍVAR,CARTAGENA (CT),01/19/2019 12:00:00 AM,VIAS PUBLICAS,Sábado,URBANA,"13,001,000",GRAMO,180
BASE DE COCA,BOLÍVAR,CARTAGENA (CT),01/23/2019 12:00:00 AM,VIAS PUBLICAS,Miércoles,URBANA,"13,001,000",GRAMO,30
BASE DE COCA,BOLÍVAR,CARTAGENA (CT),01/24/2019 12:00:00 AM,VIAS PUBLICAS,Jueves,URBANA,"13,001,000",GRAMO,340
BASE DE COCA,BOLÍVAR,CARTAGENA (CT),01/25/2019 12:00:00 AM,CASAS DE HABITACION,Viernes,URBANA,"13,001,000",GRAMO,200
BASE DE COCA,BOLÍVAR,CARTAGENA (CT),01/27/2019 12:00:00 AM,VIAS PUBLICAS,Domingo,URBANA,"13,001,000",GRAMO,800
BASE DE COCA,BOLÍVAR,CARTAGENA (CT),02/01/2019 12:00:00 AM,VIAS PUBLICAS,Viernes,URBANA,"13,001,000",GRAMO,255
BASE DE COCA,BOLÍVAR,CARTAGENA (CT),02/04/2019 12:00:00 AM,VIAS PUBLICAS,Lunes,URBANA,"13,001,000",GRAMO,100
BASE DE COCA,BOLÍVAR,CARTAGENA (CT),02/06/2019 12:00:00 AM,TERMINAL DE TRANSPORTES,Miércoles,URBANA,"13,001,000",GRAMO,50
BASE DE COCA,BOLÍVAR,CARTAGENA (CT),02/06/2019 12:00:00 AM,VIAS PUBLICAS,Miércoles,URBANA,"13,001,000",GRAMO,330
BASE DE COCA,BOLÍVAR,CARTAGENA (CT),02/07/2019 12:00:00 AM,VIAS PUBLICAS,Jueves,URBANA,"13,001,000",GRAMO,310
BASE DE COCA,BOLÍVAR,CARTAGENA (CT),02/09/2019 12:00:00 AM,VIAS PUBLICAS,Sábado,URBANA,"13,001,000",GRAMO,30
BASE DE COCA,BOLÍVAR,CARTAGENA (CT),02/10/2019 12:00:00 AM,VIAS PUBLICAS,Domingo,URBANA,"13,001,000",GRAMO,200
BASE DE COCA,BOLÍVAR,CARTAGENA (CT),02/12/2019 12:00:00 AM,VIAS PUBLICAS,Martes,URBANA,"13,001,000",GRAMO,20
BASE DE COCA,BOLÍVAR,CARTAGENA (CT),02/13/2019 12:00:00 AM,VIAS PUBLICAS,Miércoles,URBANA,"13,001,000",GRAMO,150
BASE DE COCA,BOLÍVAR,CARTAGENA (CT),02/14/2019 12:00:00 AM,VIAS PUBLICAS,Jueves,URBANA,"13,001,000",GRAMO,230
BASE DE COCA,BOLÍVAR,CARTAGENA (CT),02/15/2019 12:00:00 AM,VIAS PUBLICAS,Viernes,URBANA,"13,001,000",GRAMO,300
BASE DE COCA,BOLÍVAR,CARTAGENA (CT),02/16/2019 12:00:00 AM,VIAS PUBLICAS,Sábado,URBANA,"13,001,000",GRAMO,89
BASE DE COCA,BOLÍVAR,CARTAGENA (CT),02/19/2019 12:00:00 AM,VIAS PUBLICAS,Martes,URBANA,"13,001,000",GRAMO,400
BASE DE COCA,BOLÍVAR,CARTAGENA (CT),02/20/2019 12:00:00 AM,VIAS PUBLICAS,Miércoles,URBANA,"13,001,000",GRAMO,"2,000"
BASE DE COCA,BOLÍVAR,CARTAGENA (CT),02/21/2019 12:00:00 AM,CASAS DE HABITACION,Jueves,URBANA,"13,001,000",GRAMO,"2,200"
BASE DE COCA,BOLÍVAR,CARTAGENA (CT),02/21/2019 12:00:00 AM,VIAS PUBLICAS,Jueves,URBANA,"13,001,000",GRAMO,60
BASE DE COCA,BOLÍVAR,CARTAGENA (CT),02/22/2019 12:00:00 AM,VIAS PUBLICAS,Viernes,URBANA,"13,001,000",GRAMO,150
BASE DE COCA,BOLÍVAR,CARTAGENA (CT),02/23/2019 12:00:00 AM,VIAS PUBLICAS,Sábado,URBANA,"13,001,000",GRAMO,70
BASE DE COCA,BOLÍVAR,CARTAGENA (CT),02/24/2019 12:00:00 AM,VIAS PUBLICAS,Domingo,URBANA,"13,001,000",GRAMO,75
BASE DE COCA,BOLÍVAR,CARTAGENA (CT),02/26/2019 12:00:00 AM,DENTRO DE LA VIVIENDA,Martes,URBANA,"13,001,000",GRAMO,20
BASE DE COCA,BOLÍVAR,CARTAGENA (CT),02/26/2019 12:00:00 AM,VIAS PUBLICAS,Martes,URBANA,"13,001,000",GRAMO,11
BASE DE COCA,BOLÍVAR,CARTAGENA (CT),03/01/2019 12:00:00 AM,VIAS PUBLICAS,Viernes,URBANA,"13,001,000",GRAMO,155
BASE DE COCA,BOLÍVAR,CARTAGENA (CT),03/03/2019 12:00:00 AM,VIAS PUBLICAS,Domingo,URBANA,"13,001,000",GRAMO,205
BASE DE COCA,BOLÍVAR,CARTAGENA (CT),03/05/2019 12:00:00 AM,VIAS PUBLICAS,Martes,URBANA,"13,001,000",GRAMO,10
BASE DE COCA,BOLÍVAR,CARTAGENA (CT),03/06/2019 12:00:00 AM,VIAS PUBLICAS,Miércoles,URBANA,"13,001,000",GRAMO,20
BASE DE COCA,BOLÍVAR,CARTAGENA (CT),03/07/2019 12:00:00 AM,CASAS DE HABITACION,Jueves,URBANA,"13,001,000",GRAMO,550
BASE DE COCA,BOLÍVAR,CARTAGENA (CT),03/08/2019 12:00:00 AM,VIAS PUBLICAS,Viernes,URBANA,"13,001,000",GRAMO,67
BASE DE COCA,BOLÍVAR,CARTAGENA (CT),03/09/2019 12:00:00 AM,VIAS PUBLICAS,Sábado,URBANA,"13,001,000",GRAMO,15
BASE DE COCA,BOLÍVAR,CARTAGENA (CT),03/10/2019 12:00:00 AM,VIAS PUBLICAS,Domingo,URBANA,"13,001,000",GRAMO,105
BASE DE COCA,BOLÍVAR,CARTAGENA (CT),03/13/2019 12:00:00 AM,VIAS PUBLICAS,Miércoles,URBANA,"13,001,000",GRAMO,19
BASE DE COCA,BOLÍVAR,CARTAGENA (CT),03/14/2019 12:00:00 AM,VIAS PUBLICAS,Jueves,URBANA,"13,001,000",GRAMO,80
BASE DE COCA,BOLÍVAR,CARTAGENA (CT),03/18/2019 12:00:00 AM,VIAS PUBLICAS,Lunes,URBANA,"13,001,000",GRAMO,296
BASE DE COCA,BOLÍVAR,CARTAGENA (CT),03/19/2019 12:00:00 AM,VIAS PUBLICAS,Martes,URBANA,"13,001,000",GRAMO,30
BASE DE COCA,BOLÍVAR,CARTAGENA (CT),03/20/2019 12:00:00 AM,VIAS PUBLICAS,Miércoles,URBANA,"13,001,000",GRAMO,137
BASE DE COCA,BOLÍVAR,CARTAGENA (CT),03/21/2019 12:00:00 AM,VIAS PUBLICAS,Jueves,URBANA,"13,001,000",GRAMO,150
BASE DE COCA,BOLÍVAR,CARTAGENA (CT),03/22/2019 12:00:00 AM,VIAS PUBLICAS,Viernes,URBANA,"13,001,000",GRAMO,150
BASE DE COCA,BOLÍVAR,CARTAGENA (CT),03/23/2019 12:00:00 AM,VIAS PUBLICAS,Sábado,URBANA,"13,001,000",GRAMO,45
BASE DE COCA,BOLÍVAR,CARTAGENA (CT),03/24/2019 12:00:00 AM,VIAS PUBLICAS,Domingo,URBANA,"13,001,000",GRAMO,92
BASE DE COCA,BOLÍVAR,CARTAGENA (CT),03/27/2019 12:00:00 AM,VIAS PUBLICAS,Miércoles,URBANA,"13,001,000",GRAMO,40
BASE DE COCA,BOLÍVAR,CARTAGENA (CT),03/28/2019 12:00:00 AM,VIAS PUBLICAS,Jueves,URBANA,"13,001,000",GRAMO,25
BASE DE COCA,BOLÍVAR,CARTAGENA (CT),03/29/2019 12:00:00 AM,VIAS PUBLICAS,Viernes,URBANA,"13,001,000",GRAMO,73
BASE DE COCA,BOLÍVAR,CARTAGENA (CT),04/03/2019 12:00:00 AM,VIAS PUBLICAS,Miércoles,URBANA,"13,001,000",GRAMO,100
BASE DE COCA,BOLÍVAR,CARTAGENA (CT),04/06/2019 12:00:00 AM,VIAS PUBLICAS,Sábado,URBANA,"13,001,000",GRAMO,115
BASE DE COCA,BOLÍVAR,CARTAGENA (CT),04/08/2019 12:00:00 AM,VIAS PUBLICAS,Lunes,URBANA,"13,001,000",GRAMO,30
BASE DE COCA,BOLÍVAR,CARTAGENA (CT),04/14/2019 12:00:00 AM,VIAS PUBLICAS,Domingo,URBANA,"13,001,000",GRAMO,65
BASE DE COCA,BOLÍVAR,CARTAGENA (CT),04/15/2019 12:00:00 AM,PUERTO,Lunes,URBANA,"13,001,000",GRAMO,"57,600"
BASE DE COCA,BOLÍVAR,CARTAGENA (CT),04/18/2019 12:00:00 AM,VIAS PUBLICAS,Jueves,URBANA,"13,001,000",GRAMO,15
BASE DE COCA,BOLÍVAR,CARTAGENA (CT),04/22/2019 12:00:00 AM,VIAS PUBLICAS,Lunes,URBANA,"13,001,000",GRAMO,100
BASE DE COCA,BOLÍVAR,CARTAGENA (CT),04/23/2019 12:00:00 AM,VIAS PUBLICAS,Martes,URBANA,"13,001,000",GRAMO,20
BASE DE COCA,BOLÍVAR,CARTAGENA (CT),04/26/2019 12:00:00 AM,VIAS PUBLICAS,Viernes,URBANA,"13,001,000",GRAMO,40
BASE DE COCA,BOLÍVAR,CICUCO,02/11/2019 12:00:00 AM,VIAS PUBLICAS,Lunes,URBANA,"13,188,000",GRAMO,19
BASE DE COCA,BOLÍVAR,CICUCO,04/26/2019 12:00:00 AM,VIAS PUBLICAS,Viernes,URBANA,"13,188,000",GRAMO,50
BASE DE COCA,BOLÍVAR,CLEMENCIA,03/18/2019 12:00:00 AM,VIAS PUBLICAS,Lunes,URBANA,"13,222,000",GRAMO,21
BASE DE COCA,BOLÍVAR,CÓRDOBA,01/26/2019 12:00:00 AM,VIAS PUBLICAS,Sábado,URBANA,"13,212,000",GRAMO,9
BASE DE COCA,BOLÍVAR,CÓRDOBA,02/14/2019 12:00:00 AM,VIAS PUBLICAS,Jueves,URBANA,"13,212,000",GRAMO,11
BASE DE COCA,BOLÍVAR,CÓRDOBA,02/21/2019 12:00:00 AM,VIAS PUBLICAS,Jueves,URBANA,"13,212,000",GRAMO,8
BASE DE COCA,BOLÍVAR,CÓRDOBA,03/03/2019 12:00:00 AM,VIAS PUBLICAS,Domingo,URBANA,"13,212,000",GRAMO,6
BASE DE COCA,BOLÍVAR,CÓRDOBA,04/06/2019 12:00:00 AM,VIAS PUBLICAS,Sábado,URBANA,"13,212,000",GRAMO,6
BASE DE COCA,BOLÍVAR,CÓRDOBA,04/12/2019 12:00:00 AM,VIAS PUBLICAS,Viernes,RURAL,"13,212,000",GRAMO,11
BASE DE COCA,BOLÍVAR,EL CARMEN DE BOLÍVAR,01/07/2019 12:00:00 AM,VIAS PUBLICAS,Lunes,URBANA,"13,244,000",GRAMO,7
BASE DE COCA,BOLÍVAR,EL CARMEN DE BOLÍVAR,01/10/2019 12:00:00 AM,VIAS PUBLICAS,Jueves,URBANA,"13,244,000",GRAMO,4
BASE DE COCA,BOLÍVAR,EL CARMEN DE BOLÍVAR,01/13/2019 12:00:00 AM,VIAS PUBLICAS,Domingo,URBANA,"13,244,000",GRAMO,2
BASE DE COCA,BOLÍVAR,EL CARMEN DE BOLÍVAR,01/16/2019 12:00:00 AM,VEHICULO,Miércoles,RURAL,"13,244,000",GRAMO,"3,000"
BASE DE COCA,BOLÍVAR,EL CARMEN DE BOLÍVAR,01/16/2019 12:00:00 AM,VIAS PUBLICAS,Miércoles,URBANA,"13,244,000",GRAMO,5
BASE DE COCA,BOLÍVAR,EL CARMEN DE BOLÍVAR,01/22/2019 12:00:00 AM,VIAS PUBLICAS,Martes,URBANA,"13,244,000",GRAMO,33
BASE DE COCA,BOLÍVAR,EL CARMEN DE BOLÍVAR,01/25/2019 12:00:00 AM,VIAS PUBLICAS,Viernes,URBANA,"13,244,000",GRAMO,5
BASE DE COCA,BOLÍVAR,EL CARMEN DE BOLÍVAR,01/30/2019 12:00:00 AM,VIAS PUBLICAS,Miércoles,URBANA,"13,244,000",GRAMO,11
BASE DE COCA,BOLÍVAR,EL CARMEN DE BOLÍVAR,02/01/2019 12:00:00 AM,OTRO,Viernes,URBANA,"13,244,000",GRAMO,4
BASE DE COCA,BOLÍVAR,EL CARMEN DE BOLÍVAR,02/03/2019 12:00:00 AM,VIAS PUBLICAS,Domingo,URBANA,"13,244,000",GRAMO,4
BASE DE COCA,BOLÍVAR,EL CARMEN DE BOLÍVAR,02/04/2019 12:00:00 AM,VIAS PUBLICAS,Lunes,URBANA,"13,244,000",GRAMO,11
BASE DE COCA,BOLÍVAR,EL CARMEN DE BOLÍVAR,02/17/2019 12:00:00 AM,VIAS PUBLICAS,Domingo,RURAL,"13,244,000",GRAMO,4
BASE DE COCA,BOLÍVAR,EL CARMEN DE BOLÍVAR,02/17/2019 12:00:00 AM,VIAS PUBLICAS,Domingo,URBANA,"13,244,000",GRAMO,6
BASE DE COCA,BOLÍVAR,EL CARMEN DE BOLÍVAR,02/22/2019 12:00:00 AM,VIAS PUBLICAS,Viernes,URBANA,"13,244,000",GRAMO,8
BASE DE COCA,BOLÍVAR,EL CARMEN DE BOLÍVAR,02/24/2019 12:00:00 AM,VIAS PUBLICAS,Domingo,URBANA,"13,244,000",GRAMO,3
BASE DE COCA,BOLÍVAR,EL CARMEN DE BOLÍVAR,03/09/2019 12:00:00 AM,VIAS PUBLICAS,Sábado,URBANA,"13,244,000",GRAMO,6
BASE DE COCA,BOLÍVAR,EL CARMEN DE BOLÍVAR,03/11/2019 12:00:00 AM,VIAS PUBLICAS,Lunes,URBANA,"13,244,000",GRAMO,4
BASE DE COCA,BOLÍVAR,EL CARMEN DE BOLÍVAR,03/12/2019 12:00:00 AM,VIAS PUBLICAS,Martes,URBANA,"13,244,000",GRAMO,15
BASE DE COCA,BOLÍVAR,EL CARMEN DE BOLÍVAR,03/17/2019 12:00:00 AM,VIAS PUBLICAS,Domingo,URBANA,"13,244,000",GRAMO,8
BASE DE COCA,BOLÍVAR,EL CARMEN DE BOLÍVAR,03/18/2019 12:00:00 AM,VIAS PUBLICAS,Lunes,URBANA,"13,244,000",GRAMO,4
BASE DE COCA,BOLÍVAR,EL CARMEN DE BOLÍVAR,03/20/2019 12:00:00 AM,VIAS PUBLICAS,Miércoles,URBANA,"13,244,000",GRAMO,3
BASE DE COCA,BOLÍVAR,EL CARMEN DE BOLÍVAR,03/21/2019 12:00:00 AM,VIAS PUBLICAS,Jueves,URBANA,"13,244,000",GRAMO,7
BASE DE COCA,BOLÍVAR,EL CARMEN DE BOLÍVAR,03/25/2019 12:00:00 AM,VIAS PUBLICAS,Lunes,URBANA,"13,244,000",GRAMO,35
BASE DE COCA,BOLÍVAR,EL CARMEN DE BOLÍVAR,03/26/2019 12:00:00 AM,VIAS PUBLICAS,Martes,URBANA,"13,244,000",GRAMO,4
BASE DE COCA,BOLÍVAR,EL CARMEN DE BOLÍVAR,03/28/2019 12:00:00 AM,VIAS PUBLICAS,Jueves,URBANA,"13,244,000",GRAMO,4
BASE DE COCA,BOLÍVAR,EL CARMEN DE BOLÍVAR,04/02/2019 12:00:00 AM,VIAS PUBLICAS,Martes,URBANA,"13,244,000",GRAMO,5
BASE DE COCA,BOLÍVAR,EL CARMEN DE BOLÍVAR,04/06/2019 12:00:00 AM,VIAS PUBLICAS,Sábado,URBANA,"13,244,000",GRAMO,15
BASE DE COCA,BOLÍVAR,EL CARMEN DE BOLÍVAR,04/10/2019 12:00:00 AM,CASAS DE HABITACION,Miércoles,URBANA,"13,244,000",GRAMO,23
BASE DE COCA,BOLÍVAR,EL CARMEN DE BOLÍVAR,04/12/2019 12:00:00 AM,VIAS PUBLICAS,Viernes,URBANA,"13,244,000",GRAMO,5
BASE DE COCA,BOLÍVAR,EL CARMEN DE BOLÍVAR,04/14/2019 12:00:00 AM,VIAS PUBLICAS,Domingo,URBANA,"13,244,000",GRAMO,16
BASE DE COCA,BOLÍVAR,EL CARMEN DE BOLÍVAR,04/15/2019 12:00:00 AM,VIAS PUBLICAS,Lunes,URBANA,"13,244,000",GRAMO,4
BASE DE COCA,BOLÍVAR,EL CARMEN DE BOLÍVAR,04/19/2019 12:00:00 AM,VIAS PUBLICAS,Viernes,URBANA,"13,244,000",GRAMO,4
BASE DE COCA,BOLÍVAR,EL CARMEN DE BOLÍVAR,04/26/2019 12:00:00 AM,VIAS PUBLICAS,Viernes,URBANA,"13,244,000",GRAMO,11
BASE DE COCA,BOLÍVAR,EL CARMEN DE BOLÍVAR,04/28/2019 12:00:00 AM,VIAS PUBLICAS,Domingo,URBANA,"13,244,000",GRAMO,14
BASE DE COCA,BOLÍVAR,EL CARMEN DE BOLÍVAR,04/30/2019 12:00:00 AM,VIAS PUBLICAS,Martes,URBANA,"13,244,000",GRAMO,3
BASE DE COCA,BOLÍVAR,EL GUAMO,02/17/2019 12:00:00 AM,VIAS PUBLICAS,Domingo,URBANA,"13,248,000",GRAMO,18
BASE DE COCA,BOLÍVAR,HATILLO DE LOBA,02/25/2019 12:00:00 AM,VIAS PUBLICAS,Lunes,URBANA,"13,300,000",GRAMO,1
BASE DE COCA,BOLÍVAR,HATILLO DE LOBA,04/17/2019 12:00:00 AM,CARRETERA,Miércoles,RURAL,"13,300,000",GRAMO,1
BASE DE COCA,BOLÍVAR,MAGANGUÉ,01/06/2019 12:00:00 AM,VIAS PUBLICAS,Domingo,URBANA,"13,430,000",GRAMO,8
BASE DE COCA,BOLÍVAR,MAGANGUÉ,01/10/2019 12:00:00 AM,VIAS PUBLICAS,Jueves,URBANA,"13,430,000",GRAMO,45
BASE DE COCA,BOLÍVAR,MAGANGUÉ,01/16/2019 12:00:00 AM,VIAS PUBLICAS,Miércoles,URBANA,"13,430,000",GRAMO,9
BASE DE COCA,BOLÍVAR,MAGANGUÉ,01/21/2019 12:00:00 AM,VIAS PUBLICAS,Lunes,URBANA,"13,430,000",GRAMO,13
BASE DE COCA,BOLÍVAR,MAGANGUÉ,01/23/2019 12:00:00 AM,VIAS PUBLICAS,Miércoles,URBANA,"13,430,000",GRAMO,26
BASE DE COCA,BOLÍVAR,MAGANGUÉ,01/26/2019 12:00:00 AM,VIAS PUBLICAS,Sábado,URBANA,"13,430,000",GRAMO,71
BASE DE COCA,BOLÍVAR,MAGANGUÉ,02/05/2019 12:00:00 AM,VIAS PUBLICAS,Martes,URBANA,"13,430,000",GRAMO,7
BASE DE COCA,BOLÍVAR,MAGANGUÉ,02/09/2019 12:00:00 AM,VIAS PUBLICAS,Sábado,URBANA,"13,430,000",GRAMO,7
BASE DE COCA,BOLÍVAR,MAGANGUÉ,02/10/2019 12:00:00 AM,VIAS PUBLICAS,Domingo,URBANA,"13,430,000",GRAMO,16
BASE DE COCA,BOLÍVAR,MAGANGUÉ,02/12/2019 12:00:00 AM,VIAS PUBLICAS,Martes,URBANA,"13,430,000",GRAMO,26
BASE DE COCA,BOLÍVAR,MAGANGUÉ,02/14/2019 12:00:00 AM,VIAS PUBLICAS,Jueves,URBANA,"13,430,000",GRAMO,49
BASE DE COCA,BOLÍVAR,MAGANGUÉ,02/15/2019 12:00:00 AM,VIAS PUBLICAS,Viernes,URBANA,"13,430,000",GRAMO,39
BASE DE COCA,BOLÍVAR,MAGANGUÉ,02/19/2019 12:00:00 AM,VIAS PUBLICAS,Martes,URBANA,"13,430,000",GRAMO,14
BASE DE COCA,BOLÍVAR,MAGANGUÉ,02/22/2019 12:00:00 AM,VIAS PUBLICAS,Viernes,URBANA,"13,430,000",GRAMO,101
BASE DE COCA,BOLÍVAR,MAGANGUÉ,02/26/2019 12:00:00 AM,VIAS PUBLICAS,Martes,URBANA,"13,430,000",GRAMO,84
BASE DE COCA,BOLÍVAR,MAGANGUÉ,03/02/2019 12:00:00 AM,VIAS PUBLICAS,Sábado,URBANA,"13,430,000",GRAMO,109
BASE DE COCA,BOLÍVAR,MAGANGUÉ,03/03/2019 12:00:00 AM,VIAS PUBLICAS,Domingo,URBANA,"13,430,000",GRAMO,27
BASE DE COCA,BOLÍVAR,MAGANGUÉ,03/04/2019 12:00:00 AM,VIAS PUBLICAS,Lunes,URBANA,"13,430,000",GRAMO,16
BASE DE COCA,BOLÍVAR,MAGANGUÉ,03/07/2019 12:00:00 AM,VIAS PUBLICAS,Jueves,URBANA,"13,430,000",GRAMO,20
BASE DE COCA,BOLÍVAR,MAGANGUÉ,03/12/2019 12:00:00 AM,VIAS PUBLICAS,Martes,URBANA,"13,430,000",GRAMO,32
BASE DE COCA,BOLÍVAR,MAGANGUÉ,03/21/2019 12:00:00 AM,VIAS PUBLICAS,Jueves,URBANA,"13,430,000",GRAMO,16
BASE DE COCA,BOLÍVAR,MAGANGUÉ,03/22/2019 12:00:00 AM,VIAS PUBLICAS,Viernes,URBANA,"13,430,000",GRAMO,18
BASE DE COCA,BOLÍVAR,MAGANGUÉ,03/23/2019 12:00:00 AM,VIAS PUBLICAS,Sábado,URBANA,"13,430,000",GRAMO,16
BASE DE COCA,BOLÍVAR,MAGANGUÉ,04/06/2019 12:00:00 AM,PARQUES,Sábado,URBANA,"13,430,000",GRAMO,16
BASE DE COCA,BOLÍVAR,MAGANGUÉ,04/10/2019 12:00:00 AM,CARRETERA,Miércoles,RURAL,"13,430,000",GRAMO,4
BASE DE COCA,BOLÍVAR,MAGANGUÉ,04/16/2019 12:00:00 AM,VIAS PUBLICAS,Martes,URBANA,"13,430,000",GRAMO,"1,961"
BASE DE COCA,BOLÍVAR,MAHATES,01/09/2019 12:00:00 AM,VIAS PUBLICAS,Miércoles,RURAL,"13,433,000",GRAMO,25
BASE DE COCA,BOLÍVAR,MAHATES,02/07/2019 12:00:00 AM,VIAS PUBLICAS,Jueves,RURAL,"13,433,000",GRAMO,12
BASE DE COCA,BOLÍVAR,MAHATES,03/26/2019 12:00:00 AM,VIAS PUBLICAS,Martes,URBANA,"13,433,000",GRAMO,4
BASE DE COCA,BOLÍVAR,MARÍA LA BAJA,01/04/2019 12:00:00 AM,VIAS PUBLICAS,Viernes,URBANA,"13,442,000",GRAMO,13
BASE DE COCA,BOLÍVAR,MARÍA LA BAJA,01/20/2019 12:00:00 AM,VIAS PUBLICAS,Domingo,URBANA,"13,442,000",GRAMO,19
BASE DE COCA,BOLÍVAR,MARÍA LA BAJA,01/22/2019 12:00:00 AM,VIAS PUBLICAS,Martes,URBANA,"13,442,000",GRAMO,5
BASE DE COCA,BOLÍVAR,MARÍA LA BAJA,01/24/2019 12:00:00 AM,VIAS PUBLICAS,Jueves,URBANA,"13,442,000",GRAMO,16
BASE DE COCA,BOLÍVAR,MARÍA LA BAJA,01/26/2019 12:00:00 AM,VIAS PUBLICAS,Sábado,URBANA,"13,442,000",GRAMO,17
BASE DE COCA,BOLÍVAR,MARÍA LA BAJA,02/02/2019 12:00:00 AM,VIAS PUBLICAS,Sábado,RURAL,"13,442,000",GRAMO,9
BASE DE COCA,BOLÍVAR,MARÍA LA BAJA,02/07/2019 12:00:00 AM,VIAS PUBLICAS,Jueves,RURAL,"13,442,000",GRAMO,11
BASE DE COCA,BOLÍVAR,MARÍA LA BAJA,02/07/2019 12:00:00 AM,VIAS PUBLICAS,Jueves,URBANA,"13,442,000",GRAMO,10
BASE DE COCA,BOLÍVAR,MARÍA LA BAJA,02/11/2019 12:00:00 AM,VIAS PUBLICAS,Lunes,URBANA,"13,442,000",GRAMO,5
