CLASE_BIEN,DEPTO_HECHO,MUNICIPIO_HECHO,FECHA_HECHO,CLASE_SITIO,DIA_SEMANA,ZONA,CODIGO_DANE,BIEN_UNIDAD_MEDIDA,Droga Incautada/ Cantidad
BASE DE COCA,AMAZONAS,LETICIA (CT),02/20/2019 12:00:00 AM,BODEGAS Y SIMILARES,Miércoles,URBANA,"91,001,000",GRAMO,"16,780"
BASE DE COCA,AMAZONAS,LETICIA (CT),02/23/2019 12:00:00 AM,VIAS PUBLICAS,Sábado,RURAL,"91,001,000",GRAMO,1
BASE DE COCA,AMAZONAS,LETICIA (CT),02/23/2019 12:00:00 AM,VIAS PUBLICAS,Sábado,URBANA,"91,001,000",GRAMO,1
BASE DE COCA,AMAZONAS,LETICIA (CT),02/27/2019 12:00:00 AM,VIAS PUBLICAS,Miércoles,URBANA,"91,001,000",GRAMO,1
BASE DE COCA,AMAZONAS,LETICIA (CT),03/05/2019 12:00:00 AM,VIAS PUBLICAS,Martes,RURAL,"91,001,000",GRAMO,2
BASE DE COCA,AMAZONAS,LETICIA (CT),03/17/2019 12:00:00 AM,VIAS PUBLICAS,Domingo,URBANA,"91,001,000",GRAMO,7
BASE DE COCA,AMAZONAS,LETICIA (CT),04/18/2019 12:00:00 AM,VIAS PUBLICAS,Jueves,URBANA,"91,001,000",GRAMO,7
BASE DE COCA,ANTIOQUIA,ABEJORRAL,02/02/2019 12:00:00 AM,VIAS PUBLICAS,Sábado,URBANA,"5,002,000",GRAMO,6
BASE DE COCA,ANTIOQUIA,ABEJORRAL,02/22/2019 12:00:00 AM,VIAS PUBLICAS,Viernes,URBANA,"5,002,000",GRAMO,180
BASE DE COCA,ANTIOQUIA,AMAGÁ,02/12/2019 12:00:00 AM,VIAS PUBLICAS,Martes,URBANA,"5,030,000",GRAMO,50
BASE DE COCA,ANTIOQUIA,AMAGÁ,02/17/2019 12:00:00 AM,VIAS PUBLICAS,Domingo,URBANA,"5,030,000",GRAMO,15
BASE DE COCA,ANTIOQUIA,AMAGÁ,02/28/2019 12:00:00 AM,INTERIOR VEHICULO SERVICIO PUBLICO,Jueves,RURAL,"5,030,000",GRAMO,20
BASE DE COCA,ANTIOQUIA,AMAGÁ,03/02/2019 12:00:00 AM,FINCAS Y SIMILARES,Sábado,RURAL,"5,030,000",GRAMO,5
BASE DE COCA,ANTIOQUIA,AMAGÁ,03/04/2019 12:00:00 AM,INTERIOR VEHICULO SERVICIO PUBLICO,Lunes,RURAL,"5,030,000",GRAMO,500
BASE DE COCA,ANTIOQUIA,AMAGÁ,03/07/2019 12:00:00 AM,VIAS PUBLICAS,Jueves,URBANA,"5,030,000",GRAMO,12
BASE DE COCA,ANTIOQUIA,AMAGÁ,03/17/2019 12:00:00 AM,FINCAS Y SIMILARES,Domingo,RURAL,"5,030,000",GRAMO,16
BASE DE COCA,ANTIOQUIA,AMAGÁ,03/19/2019 12:00:00 AM,FINCAS Y SIMILARES,Martes,RURAL,"5,030,000",GRAMO,28
BASE DE COCA,ANTIOQUIA,AMAGÁ,03/29/2019 12:00:00 AM,VIAS PUBLICAS,Viernes,URBANA,"5,030,000",GRAMO,16
BASE DE COCA,ANTIOQUIA,AMAGÁ,04/03/2019 12:00:00 AM,INTERIOR VEHICULO SERVICIO PUBLICO,Miércoles,RURAL,"5,030,000",GRAMO,200
BASE DE COCA,ANTIOQUIA,ANDES,03/07/2019 12:00:00 AM,CASAS DE HABITACION,Jueves,URBANA,"5,034,000",GRAMO,13
BASE DE COCA,ANTIOQUIA,ANDES,03/31/2019 12:00:00 AM,FINCAS Y SIMILARES,Domingo,RURAL,"5,034,000",GRAMO,8
BASE DE COCA,ANTIOQUIA,ANGELÓPOLIS,01/19/2019 12:00:00 AM,FINCAS Y SIMILARES,Sábado,RURAL,"5,036,000",GRAMO,90
BASE DE COCA,ANTIOQUIA,ANGOSTURA,01/12/2019 12:00:00 AM,FINCAS Y SIMILARES,Sábado,RURAL,"5,038,000",GRAMO,2
BASE DE COCA,ANTIOQUIA,ANGOSTURA,01/13/2019 12:00:00 AM,VIAS PUBLICAS,Domingo,URBANA,"5,038,000",GRAMO,20
BASE DE COCA,ANTIOQUIA,ANGOSTURA,02/03/2019 12:00:00 AM,VIAS PUBLICAS,Domingo,URBANA,"5,038,000",GRAMO,30
BASE DE COCA,ANTIOQUIA,ANGOSTURA,04/05/2019 12:00:00 AM,VIAS PUBLICAS,Viernes,URBANA,"5,038,000",GRAMO,"1,800"
BASE DE COCA,ANTIOQUIA,ANORÍ,04/14/2019 12:00:00 AM,LABORATORIO DE BASE,Domingo,RURAL,"5,040,000",GRAMO,"18,000"
BASE DE COCA,ANTIOQUIA,ANORÍ,04/20/2019 12:00:00 AM,FINCAS Y SIMILARES,Sábado,RURAL,"5,040,000",GRAMO,"32,000"
BASE DE COCA,ANTIOQUIA,ANORÍ,04/23/2019 12:00:00 AM,LABORATORIO DE BASE,Martes,RURAL,"5,040,000",GRAMO,"48,690"
BASE DE COCA,ANTIOQUIA,ANZA,02/20/2019 12:00:00 AM,CASAS DE HABITACION,Miércoles,URBANA,"5,044,000",GRAMO,3
BASE DE COCA,ANTIOQUIA,APARTADÓ,02/13/2019 12:00:00 AM,VIAS PUBLICAS,Miércoles,RURAL,"5,045,000",GRAMO,6
BASE DE COCA,ANTIOQUIA,APARTADÓ,02/14/2019 12:00:00 AM,VIAS PUBLICAS,Jueves,URBANA,"5,045,000",GRAMO,60
BASE DE COCA,ANTIOQUIA,APARTADÓ,02/15/2019 12:00:00 AM,VIAS PUBLICAS,Viernes,RURAL,"5,045,000",GRAMO,"1,500"
BASE DE COCA,ANTIOQUIA,APARTADÓ,04/04/2019 12:00:00 AM,VIAS PUBLICAS,Jueves,URBANA,"5,045,000",GRAMO,155
BASE DE COCA,ANTIOQUIA,APARTADÓ,04/07/2019 12:00:00 AM,VIAS PUBLICAS,Domingo,URBANA,"5,045,000",GRAMO,157
BASE DE COCA,ANTIOQUIA,APARTADÓ,04/12/2019 12:00:00 AM,VIAS PUBLICAS,Viernes,URBANA,"5,045,000",GRAMO,150
BASE DE COCA,ANTIOQUIA,APARTADÓ,04/26/2019 12:00:00 AM,VIAS PUBLICAS,Viernes,URBANA,"5,045,000",GRAMO,180
BASE DE COCA,ANTIOQUIA,ARBOLETES,01/13/2019 12:00:00 AM,VIAS PUBLICAS,Domingo,URBANA,"5,051,000",GRAMO,50
BASE DE COCA,ANTIOQUIA,ARBOLETES,01/25/2019 12:00:00 AM,VIAS PUBLICAS,Viernes,URBANA,"5,051,000",GRAMO,20
BASE DE COCA,ANTIOQUIA,ARGELIA,01/31/2019 12:00:00 AM,VIAS PUBLICAS,Jueves,URBANA,"5,055,000",GRAMO,45
BASE DE COCA,ANTIOQUIA,ARMENIA,02/12/2019 12:00:00 AM,VIAS PUBLICAS,Martes,URBANA,"5,059,000",GRAMO,101
BASE DE COCA,ANTIOQUIA,BARBOSA,01/05/2019 12:00:00 AM,VIAS PUBLICAS,Sábado,RURAL,"5,079,000",GRAMO,6
BASE DE COCA,ANTIOQUIA,BARBOSA,01/12/2019 12:00:00 AM,VIAS PUBLICAS,Sábado,RURAL,"5,079,000",GRAMO,5
BASE DE COCA,ANTIOQUIA,BARBOSA,01/13/2019 12:00:00 AM,VIAS PUBLICAS,Domingo,RURAL,"5,079,000",GRAMO,6
BASE DE COCA,ANTIOQUIA,BARBOSA,01/30/2019 12:00:00 AM,VIAS PUBLICAS,Miércoles,URBANA,"5,079,000",GRAMO,14
BASE DE COCA,ANTIOQUIA,BARBOSA,01/31/2019 12:00:00 AM,VIAS PUBLICAS,Jueves,RURAL,"5,079,000",GRAMO,20
BASE DE COCA,ANTIOQUIA,BARBOSA,02/03/2019 12:00:00 AM,VIAS PUBLICAS,Domingo,RURAL,"5,079,000",GRAMO,10
BASE DE COCA,ANTIOQUIA,BARBOSA,02/03/2019 12:00:00 AM,VIAS PUBLICAS,Domingo,URBANA,"5,079,000",GRAMO,10
BASE DE COCA,ANTIOQUIA,BARBOSA,02/05/2019 12:00:00 AM,VIAS PUBLICAS,Martes,RURAL,"5,079,000",GRAMO,23
BASE DE COCA,ANTIOQUIA,BARBOSA,02/07/2019 12:00:00 AM,VIAS PUBLICAS,Jueves,URBANA,"5,079,000",GRAMO,15
BASE DE COCA,ANTIOQUIA,BARBOSA,02/14/2019 12:00:00 AM,VIAS PUBLICAS,Jueves,URBANA,"5,079,000",GRAMO,5
BASE DE COCA,ANTIOQUIA,BARBOSA,02/18/2019 12:00:00 AM,VIAS PUBLICAS,Lunes,URBANA,"5,079,000",GRAMO,10
BASE DE COCA,ANTIOQUIA,BARBOSA,02/19/2019 12:00:00 AM,VIAS PUBLICAS,Martes,URBANA,"5,079,000",GRAMO,6
BASE DE COCA,ANTIOQUIA,BARBOSA,02/20/2019 12:00:00 AM,VIAS PUBLICAS,Miércoles,URBANA,"5,079,000",GRAMO,4
BASE DE COCA,ANTIOQUIA,BARBOSA,02/22/2019 12:00:00 AM,VIAS PUBLICAS,Viernes,URBANA,"5,079,000",GRAMO,5
BASE DE COCA,ANTIOQUIA,BARBOSA,02/27/2019 12:00:00 AM,VIAS PUBLICAS,Miércoles,RURAL,"5,079,000",GRAMO,20
BASE DE COCA,ANTIOQUIA,BARBOSA,03/08/2019 12:00:00 AM,VIAS PUBLICAS,Viernes,RURAL,"5,079,000",GRAMO,9
BASE DE COCA,ANTIOQUIA,BARBOSA,03/14/2019 12:00:00 AM,VIAS PUBLICAS,Jueves,URBANA,"5,079,000",GRAMO,4
BASE DE COCA,ANTIOQUIA,BARBOSA,03/16/2019 12:00:00 AM,VIAS PUBLICAS,Sábado,URBANA,"5,079,000",GRAMO,3
BASE DE COCA,ANTIOQUIA,BARBOSA,03/19/2019 12:00:00 AM,VIAS PUBLICAS,Martes,URBANA,"5,079,000",GRAMO,12
BASE DE COCA,ANTIOQUIA,BARBOSA,03/31/2019 12:00:00 AM,VIAS PUBLICAS,Domingo,URBANA,"5,079,000",GRAMO,6
BASE DE COCA,ANTIOQUIA,BARBOSA,04/03/2019 12:00:00 AM,VIAS PUBLICAS,Miércoles,URBANA,"5,079,000",GRAMO,5
BASE DE COCA,ANTIOQUIA,BARBOSA,04/04/2019 12:00:00 AM,VIAS PUBLICAS,Jueves,URBANA,"5,079,000",GRAMO,20
BASE DE COCA,ANTIOQUIA,BARBOSA,04/23/2019 12:00:00 AM,VIAS PUBLICAS,Martes,URBANA,"5,079,000",GRAMO,4
BASE DE COCA,ANTIOQUIA,BARBOSA,04/24/2019 12:00:00 AM,VIAS PUBLICAS,Miércoles,URBANA,"5,079,000",GRAMO,47
BASE DE COCA,ANTIOQUIA,BARBOSA,04/25/2019 12:00:00 AM,VIAS PUBLICAS,Jueves,URBANA,"5,079,000",GRAMO,26
BASE DE COCA,ANTIOQUIA,BARBOSA,04/26/2019 12:00:00 AM,VIAS PUBLICAS,Viernes,URBANA,"5,079,000",GRAMO,3
BASE DE COCA,ANTIOQUIA,BARBOSA,04/27/2019 12:00:00 AM,VIAS PUBLICAS,Sábado,URBANA,"5,079,000",GRAMO,12
BASE DE COCA,ANTIOQUIA,BELLO,01/07/2019 12:00:00 AM,VIAS PUBLICAS,Lunes,URBANA,"5,088,000",GRAMO,30
BASE DE COCA,ANTIOQUIA,BELLO,01/12/2019 12:00:00 AM,VIAS PUBLICAS,Sábado,URBANA,"5,088,000",GRAMO,55
BASE DE COCA,ANTIOQUIA,BELLO,01/13/2019 12:00:00 AM,VIAS PUBLICAS,Domingo,URBANA,"5,088,000",GRAMO,33
BASE DE COCA,ANTIOQUIA,BELLO,01/17/2019 12:00:00 AM,VIAS PUBLICAS,Jueves,URBANA,"5,088,000",GRAMO,80
BASE DE COCA,ANTIOQUIA,BELLO,01/18/2019 12:00:00 AM,VIAS PUBLICAS,Viernes,URBANA,"5,088,000",GRAMO,26
BASE DE COCA,ANTIOQUIA,BELLO,01/22/2019 12:00:00 AM,VIAS PUBLICAS,Martes,URBANA,"5,088,000",GRAMO,25
BASE DE COCA,ANTIOQUIA,BELLO,01/23/2019 12:00:00 AM,VIAS PUBLICAS,Miércoles,URBANA,"5,088,000",GRAMO,14
BASE DE COCA,ANTIOQUIA,BELLO,01/24/2019 12:00:00 AM,PARQUES,Jueves,URBANA,"5,088,000",GRAMO,15
BASE DE COCA,ANTIOQUIA,BELLO,01/27/2019 12:00:00 AM,VIAS PUBLICAS,Domingo,URBANA,"5,088,000",GRAMO,22
BASE DE COCA,ANTIOQUIA,BELLO,01/31/2019 12:00:00 AM,VIAS PUBLICAS,Jueves,URBANA,"5,088,000",GRAMO,70
BASE DE COCA,ANTIOQUIA,BELLO,02/02/2019 12:00:00 AM,VIAS PUBLICAS,Sábado,URBANA,"5,088,000",GRAMO,40
BASE DE COCA,ANTIOQUIA,BELLO,02/04/2019 12:00:00 AM,VIAS PUBLICAS,Lunes,URBANA,"5,088,000",GRAMO,125
BASE DE COCA,ANTIOQUIA,BELLO,02/05/2019 12:00:00 AM,VIAS PUBLICAS,Martes,URBANA,"5,088,000",GRAMO,100
BASE DE COCA,ANTIOQUIA,BELLO,02/06/2019 12:00:00 AM,VIAS PUBLICAS,Miércoles,URBANA,"5,088,000",GRAMO,125
BASE DE COCA,ANTIOQUIA,BELLO,02/07/2019 12:00:00 AM,VIAS PUBLICAS,Jueves,URBANA,"5,088,000",GRAMO,29
BASE DE COCA,ANTIOQUIA,BELLO,02/08/2019 12:00:00 AM,VIAS PUBLICAS,Viernes,URBANA,"5,088,000",GRAMO,29
BASE DE COCA,ANTIOQUIA,BELLO,02/10/2019 12:00:00 AM,VIAS PUBLICAS,Domingo,RURAL,"5,088,000",GRAMO,10
BASE DE COCA,ANTIOQUIA,BELLO,02/11/2019 12:00:00 AM,VIAS PUBLICAS,Lunes,URBANA,"5,088,000",GRAMO,70
BASE DE COCA,ANTIOQUIA,BELLO,02/26/2019 12:00:00 AM,VIAS PUBLICAS,Martes,URBANA,"5,088,000",GRAMO,13
BASE DE COCA,ANTIOQUIA,BELLO,03/03/2019 12:00:00 AM,VIAS PUBLICAS,Domingo,URBANA,"5,088,000",GRAMO,5
BASE DE COCA,ANTIOQUIA,BELLO,03/05/2019 12:00:00 AM,VIAS PUBLICAS,Martes,URBANA,"5,088,000",GRAMO,16
BASE DE COCA,ANTIOQUIA,BELLO,03/06/2019 12:00:00 AM,VIAS PUBLICAS,Miércoles,URBANA,"5,088,000",GRAMO,60
BASE DE COCA,ANTIOQUIA,BELLO,03/08/2019 12:00:00 AM,VIAS PUBLICAS,Viernes,URBANA,"5,088,000",GRAMO,19
BASE DE COCA,ANTIOQUIA,BELLO,03/09/2019 12:00:00 AM,VIAS PUBLICAS,Sábado,URBANA,"5,088,000",GRAMO,11
BASE DE COCA,ANTIOQUIA,BELLO,03/10/2019 12:00:00 AM,VIAS PUBLICAS,Domingo,URBANA,"5,088,000",GRAMO,29
BASE DE COCA,ANTIOQUIA,BELLO,03/16/2019 12:00:00 AM,VIAS PUBLICAS,Sábado,URBANA,"5,088,000",GRAMO,19
BASE DE COCA,ANTIOQUIA,BELLO,03/17/2019 12:00:00 AM,VIAS PUBLICAS,Domingo,URBANA,"5,088,000",GRAMO,9
BASE DE COCA,ANTIOQUIA,BELLO,03/19/2019 12:00:00 AM,VIAS PUBLICAS,Martes,URBANA,"5,088,000",GRAMO,130
BASE DE COCA,ANTIOQUIA,BELLO,03/23/2019 12:00:00 AM,VIAS PUBLICAS,Sábado,URBANA,"5,088,000",GRAMO,9
BASE DE COCA,ANTIOQUIA,BELLO,03/27/2019 12:00:00 AM,VIAS PUBLICAS,Miércoles,URBANA,"5,088,000",GRAMO,20
BASE DE COCA,ANTIOQUIA,BELLO,03/28/2019 12:00:00 AM,VIAS PUBLICAS,Jueves,URBANA,"5,088,000",GRAMO,54
BASE DE COCA,ANTIOQUIA,BELLO,03/30/2019 12:00:00 AM,VIAS PUBLICAS,Sábado,URBANA,"5,088,000",GRAMO,30
BASE DE COCA,ANTIOQUIA,BELLO,04/02/2019 12:00:00 AM,VIAS PUBLICAS,Martes,URBANA,"5,088,000",GRAMO,41
BASE DE COCA,ANTIOQUIA,BELLO,04/03/2019 12:00:00 AM,PARQUES,Miércoles,URBANA,"5,088,000",GRAMO,90
BASE DE COCA,ANTIOQUIA,BELLO,04/03/2019 12:00:00 AM,VIAS PUBLICAS,Miércoles,URBANA,"5,088,000",GRAMO,4
BASE DE COCA,ANTIOQUIA,BELLO,04/04/2019 12:00:00 AM,VIAS PUBLICAS,Jueves,URBANA,"5,088,000",GRAMO,43
BASE DE COCA,ANTIOQUIA,BELLO,04/05/2019 12:00:00 AM,VIAS PUBLICAS,Viernes,URBANA,"5,088,000",GRAMO,20
BASE DE COCA,ANTIOQUIA,BELLO,04/06/2019 12:00:00 AM,VIAS PUBLICAS,Sábado,URBANA,"5,088,000",GRAMO,15
BASE DE COCA,ANTIOQUIA,BELLO,04/07/2019 12:00:00 AM,VIAS PUBLICAS,Domingo,URBANA,"5,088,000",GRAMO,30
BASE DE COCA,ANTIOQUIA,BELLO,04/08/2019 12:00:00 AM,VIAS PUBLICAS,Lunes,URBANA,"5,088,000",GRAMO,10
BASE DE COCA,ANTIOQUIA,BELLO,04/09/2019 12:00:00 AM,VIAS PUBLICAS,Martes,URBANA,"5,088,000",GRAMO,3
BASE DE COCA,ANTIOQUIA,BELLO,04/11/2019 12:00:00 AM,VIAS PUBLICAS,Jueves,URBANA,"5,088,000",GRAMO,40
BASE DE COCA,ANTIOQUIA,BELLO,04/16/2019 12:00:00 AM,VIAS PUBLICAS,Martes,URBANA,"5,088,000",GRAMO,21
BASE DE COCA,ANTIOQUIA,BELLO,04/19/2019 12:00:00 AM,VIAS PUBLICAS,Viernes,URBANA,"5,088,000",GRAMO,22
BASE DE COCA,ANTIOQUIA,BELLO,04/25/2019 12:00:00 AM,VIAS PUBLICAS,Jueves,URBANA,"5,088,000",GRAMO,5
BASE DE COCA,ANTIOQUIA,BELLO,04/26/2019 12:00:00 AM,VIAS PUBLICAS,Viernes,URBANA,"5,088,000",GRAMO,160
BASE DE COCA,ANTIOQUIA,BETANIA,04/15/2019 12:00:00 AM,FINCAS Y SIMILARES,Lunes,RURAL,"5,091,000",GRAMO,32
BASE DE COCA,ANTIOQUIA,BETULIA,03/29/2019 12:00:00 AM,FINCAS Y SIMILARES,Viernes,RURAL,"5,093,000",GRAMO,17
BASE DE COCA,ANTIOQUIA,BRICEÑO,02/17/2019 12:00:00 AM,VIAS PUBLICAS,Domingo,URBANA,"5,107,000",GRAMO,38
BASE DE COCA,ANTIOQUIA,BURITICÁ,02/02/2019 12:00:00 AM,FINCAS Y SIMILARES,Sábado,RURAL,"5,113,000",GRAMO,7
BASE DE COCA,ANTIOQUIA,BURITICÁ,04/14/2019 12:00:00 AM,FINCAS Y SIMILARES,Domingo,URBANA,"5,113,000",GRAMO,75
BASE DE COCA,ANTIOQUIA,CÁCERES,01/18/2019 12:00:00 AM,LABORATORIO DE BASE,Viernes,RURAL,"5,120,000",GRAMO,"21,000"
BASE DE COCA,ANTIOQUIA,CÁCERES,01/24/2019 12:00:00 AM,INTERIOR VEHICULO SERVICIO PUBLICO,Jueves,RURAL,"5,120,000",GRAMO,30
BASE DE COCA,ANTIOQUIA,CÁCERES,02/08/2019 12:00:00 AM,VIAS PUBLICAS,Viernes,URBANA,"5,120,000",GRAMO,8
BASE DE COCA,ANTIOQUIA,CÁCERES,03/01/2019 12:00:00 AM,LABORATORIO DE BASE,Viernes,RURAL,"5,120,000",GRAMO,"28,000"
BASE DE COCA,ANTIOQUIA,CÁCERES,03/14/2019 12:00:00 AM,VIAS PUBLICAS,Jueves,URBANA,"5,120,000",GRAMO,45
BASE DE COCA,ANTIOQUIA,CÁCERES,04/11/2019 12:00:00 AM,LABORATORIO DE BASE,Jueves,RURAL,"5,120,000",GRAMO,"5,041"
BASE DE COCA,ANTIOQUIA,CÁCERES,04/23/2019 12:00:00 AM,TRAMO DE VIA,Martes,RURAL,"5,120,000",GRAMO,"1,800"
BASE DE COCA,ANTIOQUIA,CÁCERES,04/27/2019 12:00:00 AM,VIAS PUBLICAS,Sábado,URBANA,"5,120,000",GRAMO,11
BASE DE COCA,ANTIOQUIA,CALDAS,01/12/2019 12:00:00 AM,VIAS PUBLICAS,Sábado,URBANA,"5,129,000",GRAMO,19
BASE DE COCA,ANTIOQUIA,CALDAS,01/13/2019 12:00:00 AM,VIAS PUBLICAS,Domingo,URBANA,"5,129,000",GRAMO,2
BASE DE COCA,ANTIOQUIA,CALDAS,01/14/2019 12:00:00 AM,VIAS PUBLICAS,Lunes,URBANA,"5,129,000",GRAMO,3
BASE DE COCA,ANTIOQUIA,CALDAS,01/15/2019 12:00:00 AM,VIAS PUBLICAS,Martes,URBANA,"5,129,000",GRAMO,12
BASE DE COCA,ANTIOQUIA,CALDAS,01/16/2019 12:00:00 AM,VIAS PUBLICAS,Miércoles,RURAL,"5,129,000",GRAMO,6
BASE DE COCA,ANTIOQUIA,CALDAS,01/16/2019 12:00:00 AM,VIAS PUBLICAS,Miércoles,URBANA,"5,129,000",GRAMO,10
BASE DE COCA,ANTIOQUIA,CALDAS,01/17/2019 12:00:00 AM,VIAS PUBLICAS,Jueves,URBANA,"5,129,000",GRAMO,2
BASE DE COCA,ANTIOQUIA,CALDAS,01/18/2019 12:00:00 AM,VIAS PUBLICAS,Viernes,URBANA,"5,129,000",GRAMO,5
BASE DE COCA,ANTIOQUIA,CALDAS,01/19/2019 12:00:00 AM,VIAS PUBLICAS,Sábado,RURAL,"5,129,000",GRAMO,2
BASE DE COCA,ANTIOQUIA,CALDAS,01/19/2019 12:00:00 AM,VIAS PUBLICAS,Sábado,URBANA,"5,129,000",GRAMO,17
BASE DE COCA,ANTIOQUIA,CALDAS,01/21/2019 12:00:00 AM,VIAS PUBLICAS,Lunes,RURAL,"5,129,000",GRAMO,3
BASE DE COCA,ANTIOQUIA,CALDAS,01/21/2019 12:00:00 AM,VIAS PUBLICAS,Lunes,URBANA,"5,129,000",GRAMO,2
BASE DE COCA,ANTIOQUIA,CALDAS,01/23/2019 12:00:00 AM,VIAS PUBLICAS,Miércoles,URBANA,"5,129,000",GRAMO,6
BASE DE COCA,ANTIOQUIA,CALDAS,01/24/2019 12:00:00 AM,VIAS PUBLICAS,Jueves,URBANA,"5,129,000",GRAMO,4
BASE DE COCA,ANTIOQUIA,CALDAS,01/25/2019 12:00:00 AM,VIAS PUBLICAS,Viernes,URBANA,"5,129,000",GRAMO,11
BASE DE COCA,ANTIOQUIA,CALDAS,01/28/2019 12:00:00 AM,VIAS PUBLICAS,Lunes,URBANA,"5,129,000",GRAMO,7
BASE DE COCA,ANTIOQUIA,CALDAS,01/30/2019 12:00:00 AM,VIAS PUBLICAS,Miércoles,URBANA,"5,129,000",GRAMO,14
BASE DE COCA,ANTIOQUIA,CALDAS,02/01/2019 12:00:00 AM,VIAS PUBLICAS,Viernes,URBANA,"5,129,000",GRAMO,2
BASE DE COCA,ANTIOQUIA,CALDAS,02/02/2019 12:00:00 AM,VIAS PUBLICAS,Sábado,URBANA,"5,129,000",GRAMO,5
BASE DE COCA,ANTIOQUIA,CALDAS,02/03/2019 12:00:00 AM,VIAS PUBLICAS,Domingo,URBANA,"5,129,000",GRAMO,10
BASE DE COCA,ANTIOQUIA,CALDAS,02/07/2019 12:00:00 AM,VIAS PUBLICAS,Jueves,URBANA,"5,129,000",GRAMO,10
BASE DE COCA,ANTIOQUIA,CALDAS,02/08/2019 12:00:00 AM,VIAS PUBLICAS,Viernes,URBANA,"5,129,000",GRAMO,2
BASE DE COCA,ANTIOQUIA,CALDAS,02/11/2019 12:00:00 AM,VIAS PUBLICAS,Lunes,URBANA,"5,129,000",GRAMO,31
BASE DE COCA,ANTIOQUIA,CALDAS,02/12/2019 12:00:00 AM,VIAS PUBLICAS,Martes,URBANA,"5,129,000",GRAMO,7
BASE DE COCA,ANTIOQUIA,CALDAS,02/13/2019 12:00:00 AM,VIAS PUBLICAS,Miércoles,URBANA,"5,129,000",GRAMO,9
BASE DE COCA,ANTIOQUIA,CALDAS,02/14/2019 12:00:00 AM,VIAS PUBLICAS,Jueves,URBANA,"5,129,000",GRAMO,3
BASE DE COCA,ANTIOQUIA,CALDAS,02/15/2019 12:00:00 AM,VIAS PUBLICAS,Viernes,URBANA,"5,129,000",GRAMO,5
BASE DE COCA,ANTIOQUIA,CALDAS,02/16/2019 12:00:00 AM,VIAS PUBLICAS,Sábado,URBANA,"5,129,000",GRAMO,2
BASE DE COCA,ANTIOQUIA,CALDAS,02/17/2019 12:00:00 AM,VIAS PUBLICAS,Domingo,URBANA,"5,129,000",GRAMO,3
BASE DE COCA,ANTIOQUIA,CALDAS,02/19/2019 12:00:00 AM,VIAS PUBLICAS,Martes,URBANA,"5,129,000",GRAMO,48
BASE DE COCA,ANTIOQUIA,CALDAS,02/20/2019 12:00:00 AM,VIAS PUBLICAS,Miércoles,RURAL,"5,129,000",GRAMO,4
BASE DE COCA,ANTIOQUIA,CALDAS,02/20/2019 12:00:00 AM,VIAS PUBLICAS,Miércoles,URBANA,"5,129,000",GRAMO,6
BASE DE COCA,ANTIOQUIA,CALDAS,02/21/2019 12:00:00 AM,CASAS DE HABITACION,Jueves,URBANA,"5,129,000",GRAMO,5
BASE DE COCA,ANTIOQUIA,CALDAS,02/23/2019 12:00:00 AM,VIAS PUBLICAS,Sábado,URBANA,"5,129,000",GRAMO,2
BASE DE COCA,ANTIOQUIA,CALDAS,02/24/2019 12:00:00 AM,VIAS PUBLICAS,Domingo,URBANA,"5,129,000",GRAMO,4
BASE DE COCA,ANTIOQUIA,CALDAS,02/26/2019 12:00:00 AM,VIAS PUBLICAS,Martes,RURAL,"5,129,000",GRAMO,9
BASE DE COCA,ANTIOQUIA,CALDAS,02/26/2019 12:00:00 AM,VIAS PUBLICAS,Martes,URBANA,"5,129,000",GRAMO,2
BASE DE COCA,ANTIOQUIA,CALDAS,02/27/2019 12:00:00 AM,VIAS PUBLICAS,Miércoles,URBANA,"5,129,000",GRAMO,4
BASE DE COCA,ANTIOQUIA,CALDAS,02/28/2019 12:00:00 AM,VIAS PUBLICAS,Jueves,URBANA,"5,129,000",GRAMO,6
BASE DE COCA,ANTIOQUIA,CALDAS,03/02/2019 12:00:00 AM,VIAS PUBLICAS,Sábado,URBANA,"5,129,000",GRAMO,4
BASE DE COCA,ANTIOQUIA,CALDAS,03/04/2019 12:00:00 AM,VIAS PUBLICAS,Lunes,URBANA,"5,129,000",GRAMO,10
BASE DE COCA,ANTIOQUIA,CALDAS,03/07/2019 12:00:00 AM,VIAS PUBLICAS,Jueves,URBANA,"5,129,000",GRAMO,1
BASE DE COCA,ANTIOQUIA,CALDAS,03/08/2019 12:00:00 AM,VIAS PUBLICAS,Viernes,URBANA,"5,129,000",GRAMO,6
BASE DE COCA,ANTIOQUIA,CALDAS,03/09/2019 12:00:00 AM,VIAS PUBLICAS,Sábado,URBANA,"5,129,000",GRAMO,5
BASE DE COCA,ANTIOQUIA,CALDAS,03/10/2019 12:00:00 AM,VIAS PUBLICAS,Domingo,URBANA,"5,129,000",GRAMO,2
BASE DE COCA,ANTIOQUIA,CALDAS,03/11/2019 12:00:00 AM,VIAS PUBLICAS,Lunes,URBANA,"5,129,000",GRAMO,3
BASE DE COCA,ANTIOQUIA,CALDAS,03/13/2019 12:00:00 AM,VIAS PUBLICAS,Miércoles,URBANA,"5,129,000",GRAMO,1
BASE DE COCA,ANTIOQUIA,CALDAS,03/14/2019 12:00:00 AM,VIAS PUBLICAS,Jueves,URBANA,"5,129,000",GRAMO,2
